IDS_PROPQUEST_INC_000000	Event
IDS_PROPQUEST_INC_001337	Sie hat ihn in der Mitte des Leren Gebirges gesehen, wo die Grownup Lawolf leben. Dort kannst du ihn finden.
IDS_PROPQUEST_INC_001338	
IDS_PROPQUEST_INC_001339	Unruhestifter in Pumpkin Town
IDS_PROPQUEST_INC_001340	Hey.. Hallo.. Würdest du dir vielleicht meine Geschichte anhören? Ich muss sie unbedingt jemandem erzählen.
IDS_PROPQUEST_INC_001341	Nun, ich habe 2 Kinder, eine Tochter und einen Sohn. Meine Tochter ist verschwunden.
IDS_PROPQUEST_INC_001342	Sie verschwand vor einigen Jahren mit anderen Kindern.. Mein Sohn ist mein einziges Kind, aber.. Heute ist auch er verschwunden!! Ich.. Ich..
IDS_PROPQUEST_INC_001343	Meine beiden Kinder sind verschollen und so kann ich nicht weiterleben. Bitte.. Bitte, hilf mir. Bitte!!
IDS_PROPQUEST_INC_001344	Vielen Dank! Ich gaube du solltest Pumpkin Town überprüfen, weil mein Sohn immer sehr interessiert daran war.
IDS_PROPQUEST_INC_001345	Oh mein Gott.. Ich kann so nicht weiterleben..
IDS_PROPQUEST_INC_001346	Hm? Wer bist du? Was? Meine Mutter sucht nach mir? Okay, okay. Sie ist stets nervös. Okay, ich werde bald zurück sein. Tschüß.
IDS_PROPQUEST_INC_001347	Ich sehe mir nur die Pumpkin Heads an. Sind sie nicht toll? Ich hoffe ich bekomme einen..
IDS_PROPQUEST_INC_001348	Ich glaube du kannst etwas in der Pumpkin Town finden, weil mein Sohn immer sehr interessiert war an diesem Ort.
IDS_PROPQUEST_INC_001349	
IDS_PROPQUEST_INC_001350	Doridori Sushi
IDS_PROPQUEST_INC_001351	Endlich ist die Zeit gekommen, zu lernen wie man Doridoma Sushi zubereitet und das nach 15 Jahren Erfahrung im Sushi herstellen.
IDS_PROPQUEST_INC_001352	Aber ich muss es selbst erst üben, daher..
IDS_PROPQUEST_INC_001353	Daher.. Könntest du mir bitte helfen? Wenn du mir hilfst, werde ich dir etwas von dem Sushi geben. Was sagst du dazu?
IDS_PROPQUEST_INC_001354	Fein, bitte bring mir folgende Zutaten: 12 Doridoma Keratins und 5 Mushurines. Du kannst sie von Small Doridoma und Captain Mushpang erhalten.
IDS_PROPQUEST_INC_001355	Du hast keine Ahnung wie lecker mein Sushi ist. Wenn du mir nicht alle benötigten Zutaten bringen kannst, wirst du es bereuen.
IDS_PROPQUEST_INC_001356	Oh, du hast alle Zutaten dabei. Danke. Warte, ich werde dir mein erstes Doridoma Sushi zubereiten. Du solltest dich geehrt fühlen.
IDS_PROPQUEST_INC_001357	Hier hast du es. Du wirst es bestimmt mögen.
IDS_PROPQUEST_INC_001358	Ich weiß, das es nicht einfach ist, aber köntest du dich beeilen? Ich habe nicht viel Zeit zum üben..
IDS_PROPQUEST_INC_001359	Bitte bring mir folgende Zutaten: 12 Doridoma Keratins und 5 Mushurines. Du kannst sie von Small Doridoma und Captain Mushpang bekommen.
IDS_PROPQUEST_INC_001360	
IDS_PROPQUEST_INC_001361	Der Meister des Knight
IDS_PROPQUEST_INC_001362	Möchtest du ein Nachfolger des Knight Hero sein? Es ist keine leichte Aufgabe, aber ich glaube bist dazu bereit. Immerhin bist du den ganzen Weg hierher gekommen.
IDS_PROPQUEST_INC_001363	Zuerst machen wir einen leichten Test, um zu sehen ob du als Nachfolger geeignet bist. Es ist ein Kampf Test.
IDS_PROPQUEST_INC_001364	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001365	Ich werde dich beobachten. Viel Glück.
IDS_PROPQUEST_INC_001366	Ich sagte doch der Test ist einfach und du willst schon aufgeben?
IDS_PROPQUEST_INC_001367	Hmm.. Gute Arbeit, ich wußte das du das kannst! Nun bist du als Nachfolger qualifiziert.
IDS_PROPQUEST_INC_001368	Gratulation! Du hast den ersten Test bestanden.
IDS_PROPQUEST_INC_001369	Genau 20 Driller, sonst kann ich nicht entscheiden ob du qualifiziert bist. Du musst das tun, wenn wirklich ein Nachfolger sein möchtest.
IDS_PROPQUEST_INC_001370	Du hast dich schon dazu entschieden ein Nachfolger des Blade zu werden. Du musst zu Corel gehen, nicht mir.
IDS_PROPQUEST_INC_001371	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001372	
IDS_PROPQUEST_INC_001373	Der Helm des Knight
IDS_PROPQUEST_INC_001374	Dieses Empfehlungsschreiben beweist, das dich der Meister als Nachfolger akzeptiert hat. Bitte beschütze es mit deinem Leben. Wenn du ihn verlierst, kannst du nicht beweisen, dass du anerkannt wurdest.
IDS_PROPQUEST_INC_001375	Bitte bringe das Empfehlungsschreiben zu Hormes, dem Knight Weisen. Er steht an der Quelle der verstorbenen Seelen im Norden der Leren Gebirges.
IDS_PROPQUEST_INC_001376	Oh, bevor du zu Hormes gehst, geh zu Kidster. Er versteckt sich nördlich von der Clockworks Arena im Norden von Darkon.
IDS_PROPQUEST_INC_001377	Kidster besitzt Informationen über den Golden Helmet. Besorg den Helm und bring ihn zu Hormes.
IDS_PROPQUEST_INC_001378	Ich hoffe, das der Mut von Billaon ewig mit dir sein wird.
IDS_PROPQUEST_INC_001379	Unterschätze dich nicht selbst. Du solltest stark sein oder du kannst kein Nachfolger werden.
IDS_PROPQUEST_INC_001380	Hmm? Das, das ist der Golden Helmet of Billaon! Wie hast du ihn beschaffen können! Danke! Dieser Helm wurde von Billaon, dem Knight Hero während des Hero Wars getragen.
IDS_PROPQUEST_INC_001381	Wir hatten ihn verloren nachdem Kidster, der Grabräuber, ihn an sich genommen hatte und versteckte. Niemand war in der Lage ihn zu finden.. Vielen Dank. Vielen vielen Dank!
IDS_PROPQUEST_INC_001382	Hm? Willst du mich etwas fragen? Ich werde dich töten, wenn du meine Zeit vergeudest.
IDS_PROPQUEST_INC_001383	Jage Kidster, der in der Nähe der Clockwork Arena in Darkon ist und besorge mir Hinweise. Dann finde den Golden Helmet und besuche Hormes, den Knight Weisen an der Quelle der verstorbenen Seelen in Flaris.
IDS_PROPQUEST_INC_001384	
IDS_PROPQUEST_INC_001385	Die Schriftrolle des Knight
IDS_PROPQUEST_INC_001386	Ich bedanke mich für deinen Einsatz, dass du den Golden Helmet zurück gebracht hast. Ach so, das ist ein Typ, den du treffen solltest. Sein Name ist.. Hmm..
IDS_PROPQUEST_INC_001387	Oh, du musst zur Ebene von Bubble mit dem Helm. Dann kannst du Kurmin treffen, die ihn überwacht.
IDS_PROPQUEST_INC_001388	Die Kurmin Familie überwacht das Haus und das Relic of Billaon seit Generationen. Dieser Helm kann dir sehr von Nutzen sein.
IDS_PROPQUEST_INC_001389	Nun Geh! Was denkst du noch nach? Geh einfach!
IDS_PROPQUEST_INC_001390	Mensch, bist du ungeduldig. Es ist nicht sehr weit weg von hier, aber du willst jetzt schon aufgeben?
IDS_PROPQUEST_INC_001391	Oh mein.. Da ist.. Vielen Dank. Ich suche seit Jahren danach. Danke, Danke.
IDS_PROPQUEST_INC_001392	Ich bin.. hm? Du hast bereits von mir gehört? Oh, dann muss ich mich ja nicht vorstellen. Dennoch möchte ich dir etwas als Gegenleistung für den Helm geben.
IDS_PROPQUEST_INC_001393	Dies ist die Schriftrolle, die nur Nachfolger aus meiner Familie erhalten. Nun gebe ich sie dir.
IDS_PROPQUEST_INC_001394	Was schönes Wetter! Nun, willst du mich etwas fragen?
IDS_PROPQUEST_INC_001395	Bitte geh zur Ebene von Bubble mit diesem Helm. Dort kannst du Kurmin treffen, die den Ort überwacht.
IDS_PROPQUEST_INC_001396	
IDS_PROPQUEST_INC_001397	Der Altar des Knight
IDS_PROPQUEST_INC_001398	Nun ist es deine Aufgabe in Magiment, die Priesterin am Altar des Knight aufzusuchen.
IDS_PROPQUEST_INC_001399	Geh bitte nach Magiment in Darkon3. Du kannst den Altar des Knight dort finden.
IDS_PROPQUEST_INC_001400	Dann besuche bitte Priesterin Lobiet und bring ihr die Schriftrolle. Sie wird dich dann als Nachfolger anerkennen.
IDS_PROPQUEST_INC_001401	Oh, bevor du die Priesterin besuchst, musst du zuerst noch etwas tun. Ich hörte, dass der Soulstone, der die Seelen der Helden in sich trägt, von den Wheelems im Garten der Rhisis gestohlen wurde.
IDS_PROPQUEST_INC_001402	Beschaffe 8 Soulstones von den Wheelems und bring sie zur Priesterin. Keine Rough Wheelems oder Bouncing Wheelems, einfach nur Wheelems.
IDS_PROPQUEST_INC_001403	Viel Glück Nachfolger.
IDS_PROPQUEST_INC_001404	Ich weiß, das die Wheelems nicht einfach sind, aber du kannst den Nachfolger Test nicht absolvieren, solange du mir nicht die Soulstones zurückbringst. Bitte hilf mir.
IDS_PROPQUEST_INC_001405	Oh, du hast sie endlich gebracht! Soulstone.. Wheelem.. Warum in aller Welt haben sie diese genommen? Jedenfalls vielen Dank!
IDS_PROPQUEST_INC_001406	Nun sind die Seelen der Helden zurück! Danke!
IDS_PROPQUEST_INC_001407	Hier ist der Ort, an dem die Seelen der Helden beschützt werden. Was führt dich hier her?
IDS_PROPQUEST_INC_001408	Beschaffe 8 Soulstone von den Wheelems und bring sie zur Priesterin. Keine Rough Wheelems oder Bouncing Wheelems, einfach nur Wheelems.
IDS_PROPQUEST_INC_001409	
IDS_PROPQUEST_INC_001410	Der Wächter des Knight
IDS_PROPQUEST_INC_001411	Hier ist das Symbol der Helden. Es ist ein Beleg, dass dich durch den Wächter des Helden als Nachfolger bestätigt.
IDS_PROPQUEST_INC_001412	Um vollständig als Nachfolger anerkannt zu werden, brauchst du noch einen Beleg. Er ist in Guardiane, wo die Wächter sind, zu finden.
IDS_PROPQUEST_INC_001413	Da ist ein Ort in Guardiane, welcher der Raum des Wächter genannt wird. An diesem Ort wird der Wille der Helden beschützt.
IDS_PROPQUEST_INC_001414	Besiege den Wächtergeist, Venel Guardian und beschaffe sein Herz. Das Herz wird dein letzter Beleg sein.
IDS_PROPQUEST_INC_001415	Dann besuche Boneper, den Knight Wächter.
IDS_PROPQUEST_INC_001416	Ich wünsche dir viel Erfolg.
IDS_PROPQUEST_INC_001417	Du bist den ganzen Weg hierher gekommen und nun willst du aufgeben? Das ist die letzte Aufgabe, also überdenke es noch einmal.
IDS_PROPQUEST_INC_001418	Willkommen Nachfolger. Du hast den letzten Test bestanden! Du bist nun offiziell ein Nachfolger des Knight.
IDS_PROPQUEST_INC_001419	Billaon, bitte segne und ermutige diese Person, die deinem Willen folgen möchte! Knight!
IDS_PROPQUEST_INC_001420	Nur derjenige, der als Nachfolger anerkannt wurde, darf passieren. Geh zurück.
IDS_PROPQUEST_INC_001421	Besiege den Wächtergeist Venel Guardian und beschaffe sein Herz. Dann besuche Boneper, den Knight Wächter.
IDS_PROPQUEST_INC_001422	
IDS_PROPQUEST_INC_001423	Der Meister des Blade
IDS_PROPQUEST_INC_001424	Du möchtest ein Nachfolger des Blade Hero werden? Das ist keine leichte Aufgabe. Dennoch glaube ich, das du es schaffen kannst, denn du bist so weit gekommen um ein Blade zu werden.
IDS_PROPQUEST_INC_001425	Zuerst machen wir einen leichten Test, um zu sehen ob du als Nachfolger geeignet bist. Es ist ein Kampf Test.
IDS_PROPQUEST_INC_001426	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001427	Ich werde dich beobachten. Viel Glück.
IDS_PROPQUEST_INC_001428	Ich sagte doch der Test ist einfach und du willst schon aufgeben?
IDS_PROPQUEST_INC_001429	Hmm.. Gute Arbeit. Ich wußte, dass du es kannst! Nun bist du als Nachfolger qualifiziert.
IDS_PROPQUEST_INC_001430	Gratulation! Du hast den ersten Test bestanden.
IDS_PROPQUEST_INC_001431	Genau 20 Driller, sonst kann ich nicht entscheiden ob du qualifiziert bist. Du musst das tun, wenn wirklich ein Nachfolger sein möchtest.
IDS_PROPQUEST_INC_001432	Du hast dich bereits dazu entschieden ein Nachfolger des Knight zu werden. Du musst Karandur besuchen, nicht mich.
IDS_PROPQUEST_INC_001433	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001434	
IDS_PROPQUEST_INC_001435	Der Ohrring des Blade
IDS_PROPQUEST_INC_001436	Dieses Empfehlungsschreiben beweist, dass dich der Meister als Nachfolger akzeptiert hat. Bitte beschütze es mit deinem Leben. Wenn du ihn verlierst, kannst du nicht beweisen, dass du anerkannt wurdest.
IDS_PROPQUEST_INC_001437	Bitte bring das Empfehlungsschreiben zu Guabrill, dem Blade Weisen. Er ist an der Quelle der verstorbenen Seelen im Norden des Leren Gebirges.
IDS_PROPQUEST_INC_001438	Oh, bevor du zu Guabrill gehst, musst du den Earring of Heren finden, der irgendwo in Heret, Darkon3 verschollen ist.
IDS_PROPQUEST_INC_001439	Ich wünsche, das die Gnade von Heren immer mit dir ist.
IDS_PROPQUEST_INC_001440	Unterschätze dich nicht selbst. Du solltest stark sein oder du kannst kein Nachfolger werden.
IDS_PROPQUEST_INC_001441	Hmm? Das, das ist der Earring of Heren! Oh, wie konntest du ihn finden? Danke! Dieser Ohrring wurde von Heren, dem Blade Hero im Hero War getragen.
IDS_PROPQUEST_INC_001442	Aber er war so lange verschollen in Heret. Niemand konnte ihn finden. Danke, vielen Dank!
IDS_PROPQUEST_INC_001443	Ich bewundere deine Mühen ihn zu finden. Danke.
IDS_PROPQUEST_INC_001444	Die Seelen vieler Menschen kommen und gehen an der Quelle der verstorbenen Seelen. Es ist die Verbindung zwischen Leben und Tod.
IDS_PROPQUEST_INC_001445	Du musst den Earring of Heren finden, der irgendwo in Heret, Darkon3 verschollen ist. Dann besuche Guabrill, den Blade Weisen. Er steht an der Quelle der verstorbenen Seelen im Norden des Leren Gebirges.
IDS_PROPQUEST_INC_001446	
IDS_PROPQUEST_INC_001447	Die Schriftrolle des Blade
IDS_PROPQUEST_INC_001448	Nun muss ich den Ohrring seinem Besitzer übergeben. Der ursprüngliche Besitzer war Heren, aber nun ist es die Person, die das Haus von Heren verwaltet.
IDS_PROPQUEST_INC_001449	Bitte bring den Ohrring zu ihm. Sein Name ist Ata und er lernt Astronomie von seinem Lehrer Noier im Observatorium in Flaris.
IDS_PROPQUEST_INC_001450	Die Familie von Ata verwaltet das Haus von Heren seit Generationen. Es ist ihre wichtigste Aufgabe den Ohrring zu finden und nun können sie endlich ihre Pflicht erfüllen.
IDS_PROPQUEST_INC_001451	Ich kann nicht aufhören mich zu freuen, wenn ich an das lachende Gesicht von Ata denken muss.
IDS_PROPQUEST_INC_001452	Das Überbringen es Ohrrings ist nicht nur für dich eine Hilfe, sondern auch für die Familie von Ata. Es ist nicht so weit weg von hier, also mach bitte weiter.
IDS_PROPQUEST_INC_001453	Oh, das ist.. Oh mein.. Danke! Vielen Dank! Nun kann ich nach Hause gehen! Ich kann nach Hause gehen!!
IDS_PROPQUEST_INC_001454	Ich bewundere das sehr! Nun ist unsere Langzeitpflicht endlich vollfüllt. Oh, bitte verzeih mir, aber ich bin so aufgeregt.
IDS_PROPQUEST_INC_001455	Dies ist die Schriftrolle, die nur Nachfolger aus meiner Familie erhalten. Nun gebe ich sie dir. Dieser Beleg beweist, das du als Nachfolger würdig bist.
IDS_PROPQUEST_INC_001456	Heute nacht ist Vollmond. Das Wetter wird.. Blah blah..
IDS_PROPQUEST_INC_001457	Bitte bring den Ohrring zu seinem Besitzer. Sein Name ist Ata und er lernt Astronomie von seinem Lehrer Noier im Observatorium in Flaris.
IDS_PROPQUEST_INC_001458	
IDS_PROPQUEST_INC_001459	Der Altar des Blade
IDS_PROPQUEST_INC_001460	Nun musst du die Priesterin treffen. Priesterin Jeperdy ist in Brekin, Darkon3 und verwaltet den Altar des Blade.
IDS_PROPQUEST_INC_001461	Übrigens habe ich gehört, dass Scorpion auf der Hochebene der Stille in Saint Morning, einen Juwel namens Tear of Darkness besitzt. Dieser bedroht die Seelen der Helden.
IDS_PROPQUEST_INC_001462	Bitte entreiße dem Scorpion den Tear of Darkness bevor du nach Brekin gehst und bring sie zur Priesterin Jeperdy. Vielleicht können wir herausfinden, was genau die Seelen der Helden bedroht, wenn wir es untersuchen.
IDS_PROPQUEST_INC_001463	Viel Glück Nachfolger.
IDS_PROPQUEST_INC_001464	Der Tear of Darkness ist sehr gefährlich. Wir müssen ihn unbedingt bekommen um den Grund herauszufinden oder der Altar schwebt in größter Gefahr. Bitte hilf mir.
IDS_PROPQUEST_INC_001465	Hmm.. Ich habe ein schlechtes Gefühl wenn ich ihn berühre und selbst der Soulstone reagiert darauf. Wir müssen ihn schnell überprüfen.
IDS_PROPQUEST_INC_001466	Auf jeden Fall danke! Dank dir sind die Seelen der Helden sicher. Sei unbesorgt, ich werde den Grund herausfinden.
IDS_PROPQUEST_INC_001467	Hier ist der Ort, an dem die Seelen der Helden beschützt werden. Was führt dich hier her?
IDS_PROPQUEST_INC_001468	Bitte beschaff mir den Tear of Darkness von Scorpion auf der Hochebene der Stille in Saint Morning und bring sie zur Priesterin Jeperdy in Brekin, Darkon 3.
IDS_PROPQUEST_INC_001469	
IDS_PROPQUEST_INC_001470	Der Wächter des Blade
IDS_PROPQUEST_INC_001471	Hier ist das Symbol der Helden. Du benötigst einen weiteren Beleg um als Nachfolger des Helden anerkannt zu werden.
IDS_PROPQUEST_INC_001472	Dort ist ein Ort, der Raum des Wächters genannt wird. Er ist in Guardiane. An diesem Ort wird der Wille der Helden bewacht.
IDS_PROPQUEST_INC_001473	Besiege den Wächtergeist, Venel Guardian und beschaffe sein Herz. Das Herz wird dein letzter Beleg sein.
IDS_PROPQUEST_INC_001474	Bitte bringe das Herz zu Sencyrit, dem Blade Wächter.
IDS_PROPQUEST_INC_001475	Viel Glück.
IDS_PROPQUEST_INC_001476	Du bist den ganzen Weg hierher gekommen und nun willst du aufgeben? Das ist die letzte Aufgabe, also überdenke es noch einmal.
IDS_PROPQUEST_INC_001477	Willkommen Nachfolger. Du hast den letzten Test bestanden! Du bist nun offiziell ein Nachfolger des Blade.
IDS_PROPQUEST_INC_001478	Heren, bitte segne und ermutige diese Person, die dem Weg deines Willen folgen möchte. Blade.
IDS_PROPQUEST_INC_001479	Nur derjenige, der als Nachfolger anerkannt wurde, darf passieren. Geh zurück.
IDS_PROPQUEST_INC_001480	Besiege den Wächtergeist Venel Guardian und beschaffe sein Herz. Dann besuche Sencyrit, den Blade Wächter.
IDS_PROPQUEST_INC_001481	
IDS_PROPQUEST_INC_001482	Der Meister des Billposter
IDS_PROPQUEST_INC_001483	Du willst ein Nachfolger des Billposter Hero sein? Es wird nicht leicht sein, aber ich glaube du bist dazu bereit, weil du den ganzen Weg bis hierher gekommen bist.
IDS_PROPQUEST_INC_001484	Zuerst machen wir einen leichten Test, um zu sehen ob du als Nachfolger geeignet bist. Es ist ein Kampf Test.
IDS_PROPQUEST_INC_001485	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001486	Ich werde dich beobachten. Viel Glück.
IDS_PROPQUEST_INC_001487	Ich sagte doch der Test ist einfach und du willst schon aufgeben?
IDS_PROPQUEST_INC_001488	Hmm.. Gute Arbeit, ich wußte das du das kannst! Nun bist du als Nachfolger qualifiziert.
IDS_PROPQUEST_INC_001489	Genau 20 Driller, sonst kann ich nicht entscheiden ob du qualifiziert bist. Du musst das tun, wenn wirklich ein Nachfolger sein möchtest.
IDS_PROPQUEST_INC_001490	Du hast dich bereits dazu entschieden Nachfolger des Ringmasters zu werden. Du musst Ellend besuchen, nicht mich.
IDS_PROPQUEST_INC_001491	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001492	
IDS_PROPQUEST_INC_001493	Der Bauplan des Billposter
IDS_PROPQUEST_INC_001494	Dieses Empfehlungsschreiben beweist, dass dich der Meister als Nachfolger akzeptiert hat. Bitte beschütze es mit deinem Leben. Wenn du ihn verlierst, kannst du nicht beweisen, dass du anerkannt wurdest.
IDS_PROPQUEST_INC_001495	Bitte bringe das Empfehlungsschreiben zu Domek, dem Billposter Weisen. Er ist an der Quelle der verstorbenen Seelen im Norden des Leeren Gebirges.
IDS_PROPQUEST_INC_001496	Oh, bevor du zu Domek gehst, musst du das Hall Document von Hoiren besorgen. Es ist irgendwo im Garten der Rhisis versteckt.
IDS_PROPQUEST_INC_001497	Viel Glück.
IDS_PROPQUEST_INC_001498	Unterschätze dich nicht selbst. Du solltest stark sein oder du kannst kein Nachfolger werden.
IDS_PROPQUEST_INC_001499	Oh, du bist großartig, dass du das Hall Document von Hoiren besorgt hast. Gut gemacht!
IDS_PROPQUEST_INC_001500	Dies ist das Hall Document von Roentel, dem Billposter Hero. Hoiren war der Schüler von Roentel, aber er stahl das Dokument....
IDS_PROPQUEST_INC_001501	..nachdem Roentel gestorben war und versteckte es irgendwo. Aber leider hat sich sein Anblick schrecklich verändert, wie du selbst gesehen hast. Jedefalls möchte ich dir herzlich danken, dass du das wertvolle Relikt zurück gebracht hast.
IDS_PROPQUEST_INC_001502	Dies ist ein sehr stiller Ort, wenn diese lauten Typen ihre Klappe halten würden. Nebenbei ist es ein großartiger Ort etwas zu schreiben.
IDS_PROPQUEST_INC_001503	Du musst das Hall Document von Hoiren besorgen. Er versteckt sich im Garten der Rhisis und bitte überbring das Empfehlungsschreiben zu Domek, dem Billposter Weisen. Er steht an der Quelle der verstorbenen Seelen im Norden des Leren Gebirges.
IDS_PROPQUEST_INC_001504	
IDS_PROPQUEST_INC_001505	Die Schriftrolle des Billposter
IDS_PROPQUEST_INC_001506	Nun lass mich dir erklären was du nun tun musst. Bitte bring dieses Relikt zu Segho. Er ist von der Pesin Familie, welche die Kampfsporthalle von Roentel seit Generationen verwaltet.
IDS_PROPQUEST_INC_001507	Allerdings glaube ich, das er zur Zeit nicht dort ist. Er liebt die Berge und ich habe gehört, das er zur Zeit in Flaris ist.
IDS_PROPQUEST_INC_001508	Er ist ein Bergsteiger und das könnte bedeuten, das er irgendwo im Leren Gebirge ist. Bitte such ihn und bring ihm das Hall Document.
IDS_PROPQUEST_INC_001509	Viel Glück. Ha ha ha.
IDS_PROPQUEST_INC_001510	Du hast keine Ahnung wie wertvoll das Relikt ist. In Ordnung, ich kann keinen Menschen fragen, der die Wichtigkeit dieser Lieferung nicht versteht. Du verdienst es nicht, das zu erledigen.
IDS_PROPQUEST_INC_001511	Oh? Wie hast du mich gefunden? Ich bin nach Flaris gekommen, weil mir ein Gerücht zu Ohren gekommen ist, dass das Dokument hier irgendwo sein soll und es scheint zu stimmen!
IDS_PROPQUEST_INC_001512	Vielen Dank! Endlich kann ich zur Halle zurück! Ich habe in weiser Voraussicht das hier mitgebracht.. wo ist es denn.. *rumwühl*
IDS_PROPQUEST_INC_001513	Oh, da bist du ja. Diese Schriftrolle erhalten nur die Nachfolger meiner Familie. Nun gebe ich sie dir. Es ist der Beleg, das du als Nachfolger würdig bist.
IDS_PROPQUEST_INC_001514	Das Leren Gebirge sind die Wurzel und der Ursprung von Flaris. Sie liegen 3000m über dem Meeresspiegel und.. Blah blah blah..
IDS_PROPQUEST_INC_001515	Segho ist ein Bergsteiger,daher kann es sein, dass er im Leren Gebirge ist. Bitte such ihn und bring ihm das Hall Document.
IDS_PROPQUEST_INC_001516	
IDS_PROPQUEST_INC_001517	Der Altar des Billposter
IDS_PROPQUEST_INC_001518	Besuche bitte Priesterin Fera. Sie verwaltet den Altar des Billposter in Arians, Darkon 3.
IDS_PROPQUEST_INC_001519	Ach so, Priesterin Fera sucht etwas besonderes. Es ist das Poster of Skill(Master), ein Poster von Shadow Avatar, der Skill von Billposter Hero Roentel.
IDS_PROPQUEST_INC_001520	Ich habe gehört, dass die Grabräuber, welche die Steamwalker steuern, in seinem Besitz sind. Bitte besorg das Poster of Skill(Master) von den Steamwalkers und bring es zurück zu Priesterin Fera in Arians.
IDS_PROPQUEST_INC_001521	Viel Glück. Bye.
IDS_PROPQUEST_INC_001522	Das Poster of Skill(Master) kann einen gefährlichen Skill aktivieren. Wir können ihn dann nicht mehr aufhalten, also bring es bitte zurück. Das ist ernst gemeint.
IDS_PROPQUEST_INC_001523	Oh.. Da hast du gute Arbeit geleistet. Die Leute sagen, das keiner außer Roentel es benutzen kann, aber wer weiß es noch?
IDS_PROPQUEST_INC_001524	Vielen Dank. Ich werde mein Bestes tun um es zu beschützen.
IDS_PROPQUEST_INC_001525	Dies ist der Altar wo die Seelen der Helden bewacht werden. Was kann ich für dich tun?
IDS_PROPQUEST_INC_001526	Bitte besorg das Poster of Skill(Master) von den Steamwalkers und bring es zur Priesterin Fera in Arians, Darkon3.
IDS_PROPQUEST_INC_001527	
IDS_PROPQUEST_INC_001528	Der Wächter des Billposter
IDS_PROPQUEST_INC_001529	Dies ist das Symbol der Helden. Du brauchst noch einen Beleg um als Nachfolger der Helden anerkannt zu werden.
IDS_PROPQUEST_INC_001530	Es gibt einen Ort, welcher der Raum des Wächters genannt wird. Er liegt in Guardiane. Dort wird der Geist der Helden bewacht.
IDS_PROPQUEST_INC_001531	Besiege den Wächtergeist, Venel Guardian und bring sein Herz. Das Herz wird dein zweiter Beweis sein.
IDS_PROPQUEST_INC_001532	Bitte bring das Herz zu Capafe, dem Billposter Wächter.
IDS_PROPQUEST_INC_001533	Viel Erfolg.
IDS_PROPQUEST_INC_001534	Du bist den Ganzen Weg hierher gekommen und willst jetzt aufgeben? Das ist die letzte Prüfung, also überleg es dir gut.
IDS_PROPQUEST_INC_001535	Willkommen Nachfolger. Du hast den letzten Test bestanden! Nun werde ich dich zum Nachfolger des Billposter Hero ernennen!
IDS_PROPQUEST_INC_001536	Roentel, bitte segne und ermutige die Person, die deinem Geist folgen möchte! Billposter!
IDS_PROPQUEST_INC_001537	Nur derjenige, der als Nachfolger anerkannt wurde, darf passieren. Geh zurück.
IDS_PROPQUEST_INC_001538	Besiege den Wächtergeist Venel Guardian und beschaffe sein Herz. Dann besuchst du Capafe, den Billposter Wächter.
IDS_PROPQUEST_INC_001539	
IDS_PROPQUEST_INC_001540	Der Meister des Ringmaster
IDS_PROPQUEST_INC_001541	Du willst ein Nachfolger des Ringmaster Hero werden? Es nicht unbedingt einfach, aber ich glaube du bist bereit, weil du den ganzen Weg hierher gekommen bist.
IDS_PROPQUEST_INC_001542	Zuerst machen wir einen leichten Test, um zu sehen ob du als Nachfolger geeignet bist. Es ist ein Kampf Test.
IDS_PROPQUEST_INC_001543	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001544	Ich werde dich beobachten. Viel Glück
IDS_PROPQUEST_INC_001545	Dann, viel Erfolg!
IDS_PROPQUEST_INC_001546	Ich sagte doch der Test ist einfach und du willst schon aufgeben?
IDS_PROPQUEST_INC_001547	Hmm.. Gute Arbeit. Ich wußte, dass du es kannst! Nun bist du als Nachfolger qualifiziert.
IDS_PROPQUEST_INC_001548	Genau 20 Driller, sonst kann ich nicht entscheiden ob du qualifiziert bist. Du musst es tun, wenn du wirklich ein Nachfolger sein möchtest.
IDS_PROPQUEST_INC_001549	Du hast dich bereits dazu entschieden Nachfolger des Billposter zu werden. Du musst Ride besuchen, nicht mich.
IDS_PROPQUEST_INC_001550	Wie ich sagte, er ist leicht. Jage 20 Driller in KhipRa, Darkon1. Keine Small Driller oder Giant Driller, einfach nur Driller.
IDS_PROPQUEST_INC_001551	
