// 몬스터ID는 몬스터 디파인 명을 입력한다.,,,,,,,,,,,,,,
// 골드 대표확률은 페냐 자체가 드랍될 확률을 입력한다.,,,,,,,,,,,,,,
// 최소 골드와 최대 골드는 드랍된 페냐의 수치 범위를 설정,,,,,,,,,,,,,,
// 대표 확률 이름은 아이템 종류에 따라 WEAPON ARMOR MATERIAL QUEST ACCESSORY ETC RARE 를 사용하며 ETC RARE는 아이템 속성의 ITEMKIND 제약이 없지만 나머지는 제약이 있다. 해당 내용은 몬스터 분배시스템 개편 기획서를 참조. RARE의 경우 극단 스킬의 포춘서클(유니크 아이템 드랍률 2배)를 적용 받는다.,,,,,,,,,,,,,,
// 대표 확률 이름은 하나의 아이템 그룹을 설정한다. 예를 들어 아이바트1의 II_SYS_SYS_QUE_SAIBATTWING ~II_SYS_SYS_QUE_GRPFLARIS 는 E23열의 QUEST에 속하며 대표확률 굴림에 성공하면 그룹 안의 아이템 중 1개가 드롭된다. ,,,,,,,,,,,,,,
// 대표확률은 1~ 10000 을 입력한다. 10000 = 100.00% 이다.,,,,,,,,,,,,,,
// 아이템ID는 드랍할 아이템의 define 명을 입력한다. 드롭 아이템 그룹은 가장 위에 있는 대표확률 이름에 속한다.,,,,,,,,,,,,,,
// 확률은 1~10000을 입력하되 하나의 대표확률 이름에 속한 드롭 아이템 그룹의 확률 총합이 10000 이 되어야 한다.,,,,,,,,,,,,,,
// 드롭아이템의 최소 최대는 아이템이 드롭될 개수의 범위를 지정한다. 같게 할 경우 고정 값이 된다.,,,,,,,,,,,,,,
// 퀘스트 ID의 경우 QUEST 그룹에서만 사용할 수 있으며 definequest 에 정의된 퀘스트 명을 입력한다.,,,,,,,,,,,,,,
// 한 몬스터에 한 분류를 여러 개 중복하여 입력가능하며 내용물의 개수에는 제약이 없다. (거대 툼스톤 베어러의 경우 ETC가 두개 들어가있음),,,,,,,,,,,,,,
// 사용 예) MI_AIBATT1 의 II_SYS_SYS_EVE_FLOWER는 50% 확률로 설정된 QUEST 대표 분류가 성공한 다음 확률에 설정된 내부 굴림에서 25% 확률로 드롭이 결정되며 QUEST_VALENTINE라는 퀘스트가 진행중이여야만 1개 드롭된다.,,,,,,,,,,,,,,
// 그러므로 실질적인 II_SYS_SYS_EVE_FLOWER의 드롭확률은 QUEST_VALENTINE 를 캐릭가 진행중일때 12.5% 이다.,,,,,,,,,,,,,,
//몬스터ID,골드 대표확률,최소 골드,최대 골드,대표 확률 이름,대표 확률10000,아이템ID,확률10000,아이템 드랍 개수 최소,아이템 드랍 개수 최대,퀘스트ID,,,,
//dwMonsterID,dwGoldMainProb,dwGoldMin,dwGoldMax,szMainProbName,dwMainProb,dwItemID,dwProb,dwItemCountMin,dwItemCountMax,nQuestID,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_GENERATOR,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_GOLDENCUP,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL500,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_SIXTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_FISHSOUP,2000,3,3,-,,,,
-,-,-,-,-,-,II_GEN_FOO_INS_BREAD,2000,2,2,-,,,,
MI_LEYENA1,5000,263,534,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_TOMA,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_LEYENA2,5000,278,527,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_TOMA,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_LEYENA3,5000,305,549,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_TOMA,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_LEYENA4,10000,27500,55000,-,-,-,-,-,-,-,,,,
-,-,-,-,RARE,400,-,-,-,-,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_BOOTS_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_HELMET_SET_03,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_GAUNTLET_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_SUIT_SET_03,312,1,1,-,,,,
-,-,-,-,ETC,2500,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_SCR_UNIQCHIP_SUHO,10000,1,1,-,,,,
-,-,-,-,WEAPON,150,-,-,-,-,-,,,,
-,-,-,-,-,-,II_WEA_SWO_SWD45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_AXE_AXE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_KNU_KNU45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_YOY_YOY45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_BOW_BOW45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_CHEE_CHE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_WAN_WAN45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_STA_STA45,1250,1,1,-,,,,
-,-,-,-,ACCESSORY,400,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_STRRING,2500,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_INTRING,2500,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_DEXRING,2500,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_STARING,2500,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_FLAME,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_TOMA,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL500,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_SIXTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_INS_BREAD,2000,3,3,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_SAUSAGECASSEROLE,2000,2,2,-,,,,
MI_STEAMWALKER1,5000,298,566,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_STEAMTEAR,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,2500,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,2500,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,2500,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_SCRIPT,2500,1,1,QUEST_FIND_SCRIPT,,,,
MI_STEAMWALKER2,5000,299,569,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_STEAMTEAR,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,2500,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,2500,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,2500,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_SCRIPT,2500,1,1,QUEST_FIND_SCRIPT,,,,
MI_STEAMWALKER3,5000,276,593,-,-,-,-,-,-,-,,,,
-,-,-,-,QUEST,1000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_PRISONKEY01,10000,1,1,QUEST_SCE_HEROCOMBACK07,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_STEAMTEAR,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,2500,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,2500,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,2500,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_SCRIPT,2500,1,1,QUEST_FIND_SCRIPT,,,,
MI_STEAMWALKER4,10000,28500,57000,-,-,-,-,-,-,-,,,,
-,-,-,-,RARE,400,-,-,-,-,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_HELMET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_SUIT_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_GAUNTLET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_BOOTS_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_HELMET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_SUIT_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_GAUNTLET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_BOOTS_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_HELMET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_SUIT_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_GAUNTLET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_BOOTS_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_HELMET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_SUIT_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_GAUNTLET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_BOOTS_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_HELMET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_SUIT_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_GAUNTLET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_BOOTS_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_HELMET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_SUIT_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_GAUNTLET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_BOOTS_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_HELMET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_SUIT_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_GAUNTLET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_BOOTS_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_HELMET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_SUIT_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_GAUNTLET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_BOOTS_SET_07,312,1,1,-,,,,
-,-,-,-,ETC,2500,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_SCR_UNIQCHIP_SUHO,10000,1,1,-,,,,
-,-,-,-,WEAPON,150,-,-,-,-,-,,,,
-,-,-,-,-,-,II_WEA_SWO_SWD45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_AXE_AXE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_KNU_KNU45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_YOY_YOY45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_BOW_BOW45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_CHEE_CHE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_WAN_WAN45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_STA_STA45,1250,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_GENERATOR,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_STEAMTEAR,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL600,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_SIXTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_INS_BREAD,2000,3,3,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_SAUSAGECASSEROLE,2000,2,2,-,,,,
MI_STEELKNIGHT1,5000,326,553,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_KNIGHTLER,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_STEELKNIGHT2,5000,277,576,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_KNIGHTLER,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,QUEST,1000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_STEELPIECE01,10000,1,1,QUEST_SCE_FORGOTTENPAST23,,,,
MI_STEELKNIGHT3,5000,319,579,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_KNIGHTLER,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,2500,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,2500,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,2500,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_KNIGHTLER,2500,1,1,QUEST_SCENARIO4,,,,
MI_STEELKNIGHT4,10000,29500,59000,-,-,-,-,-,-,-,,,,
-,-,-,-,RARE,400,-,-,-,-,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_HELMET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_SUIT_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_GAUNTLET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MER_BOOTS_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_HELMET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_SUIT_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_GAUNTLET_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MER_BOOTS_SET_04,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_HELMET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_SUIT_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_GAUNTLET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ACR_BOOTS_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_HELMET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_SUIT_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_GAUNTLET_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ACR_BOOTS_SET_05,313,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_HELMET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_SUIT_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_GAUNTLET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ASS_BOOTS_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_HELMET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_SUIT_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_GAUNTLET_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ASS_BOOTS_SET_06,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_HELMET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_SUIT_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_GAUNTLET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_MAG_BOOTS_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_HELMET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_SUIT_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_GAUNTLET_SET_07,312,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_MAG_BOOTS_SET_07,312,1,1,-,,,,
-,-,-,-,ETC,2500,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_SCR_UNIQCHIP_SUHO,10000,1,1,-,,,,
-,-,-,-,WEAPON,150,-,-,-,-,-,,,,
-,-,-,-,-,-,II_WEA_SWO_SWD45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_AXE_AXE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_KNU_KNU45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_YOY_YOY45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_BOW_BOW45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_CHEE_CHE45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_WAN_WAN45,1250,1,1,-,,,,
-,-,-,-,-,-,II_WEA_STA_STA45,1250,1,1,-,,,,
-,-,-,-,ACCESSORY,300,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_JEW_NEC_HPNECKLACE,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_NEC_FPNECKLACE,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_NEC_MPNECKLACE,3334,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_CYCLON,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_KNIGHTLER,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL600,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_SIXTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_INS_BREAD,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_SAUSAGECASSEROLE,2000,1,1,-,,,,
MI_NUTTYWHEEL1,5000,317,611,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_WHEESHOE,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_NUTTYWHEEL2,5000,328,605,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_WHEESHOE,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
